cycle,cell_id,voltage_mean,voltage_std,voltage_max,voltage_min,temperature_mean,temperature_max,charge_max,charge_min,time_max,time_min,capacity
cyc0500,5,3.7837880098817385,0.23508269676265206,4.1999846,2.699775,41.04115196375365,42.304337,718.1067831687367,-714.8789660960007,735993.9644313075,735992.0318195143,1432.9857492647375
cyc0500,6,3.78483792601626,0.234215008007611,4.1999154,2.7000422,40.89753015536125,42.215202,718.0741027035061,-713.3163400251251,735993.9966010705,735992.0605530438,1431.3904427286311
cyc0600,1,3.7848138979651256,0.23416035894210313,4.1999207,2.6999636,39.95113607091416,41.087425,719.7061953775548,-716.9950502070595,736001.1120684856,735999.175611751,1436.7012455846143
cyc0600,2,3.785378698580796,0.23376677676845886,4.2000704,2.7001479,40.02091356986731,41.171303,715.3468264128198,-712.8712466679483,736001.0933905321,735999.1637842392,1428.2180730807681
cyc0600,3,3.7835089197101714,0.23508391090502517,4.1999617,2.7002225,40.03253182726467,40.75898,718.0998074177435,-715.2562658958657,736001.1191408667,735999.1776442761,1433.3560733136092
cyc0600,4,3.787047160736917,0.23282079426809488,4.200098,2.699964,40.37503372319249,41.560135,712.9975638708689,-709.6553656918744,736001.1001012885,735999.1766854358,1422.6529295627433
cyc0600,5,3.7844930843673836,0.23467153803920526,4.2000246,2.7001357,41.0376040279826,42.366669,714.8249970778654,-711.732502945263,736001.0643874215,735999.1385447297,1426.5575000231283
cyc0600,6,3.7855422368700262,0.23375982560188352,4.1999555,2.6998014,40.89824498531861,42.240173,713.6165598305801,-710.9534460622635,736001.1088453798,735999.1811606467,1424.5700058928437
cyc0700,1,3.7859357246176994,0.2335865089322595,4.1999211,2.7000439,39.995794187311915,41.174809,716.4238128391505,-713.7126676686552,736008.7255264925,736006.7913159754,1430.1364805078056
cyc0700,2,3.7863228293318514,0.23315074343229428,4.2001209,2.6998377,40.040977051654934,41.258644,712.4685661897855,-709.992986444914,736008.7171602689,736006.7918311884,1422.4615526346995
cyc0700,3,3.7845805744273284,0.23460093993848027,4.2000427,2.6999826,40.057202445161884,40.821388,715.5747615946995,-712.7312200728217,736008.72376286,736006.7919628294,1428.305981667521
cyc0700,4,3.7876450883969843,0.23217488272412018,4.2001958,2.6998613,40.39736856181553,41.592976,709.4121009751553,-706.0699027961608,736008.7100811681,736006.792315524,1415.4820037713162
cyc0700,5,3.7856741469951776,0.23398306660375404,4.200017,2.7000077,41.0220500091814,42.429001,711.877214154731,-708.7847200221286,736008.7157320718,736006.7923347323,1420.6619341768596
cyc0700,6,3.7862740602620493,0.23319327072528703,4.2001123,2.7000387,40.88897807818114,42.40247,710.3327297035896,-707.6696159352731,736008.7128055573,736006.7926580586,1418.0023456388626
cyc0800,1,3.7866137867688794,0.23323755051171177,4.2000413,2.7000439,40.00326113397705,41.174809,713.159201099345,-710.7083465407621,736015.830725064,736013.9034750162,1423.8675476401072
cyc0800,2,3.786954376403275,0.23284018135272927,4.1998806,2.7000382,40.04702676542827,41.233673,709.3967142522396,-707.2572350070513,736015.8156586249,736013.8968077148,1416.653949259291
cyc0800,3,3.7851071433108046,0.23432418818590336,4.2000427,2.6999826,40.06698814955405,40.821388,712.9499296294234,-710.4664059106038,736015.8234085507,736013.8970218861,1423.4163355400274
cyc0800,4,3.7883811402194927,0.23171678241092097,4.1998749,2.6998613,40.40591080457691,41.568005,705.9948185505965,-702.9026994869012,736015.8057245658,736013.895292532,1408.8975180374978
cyc0800,5,3.786277022232226,0.23369217722664834,4.1998968,2.7000477,41.03273272151505,42.354202,708.9162318093286,-706.0707663778363,736015.8073136057,736013.8901965339,1414.9869981871648
cyc0800,6,3.7870712643342053,0.2327650018126291,4.1997914,2.6998782,40.9132220732125,42.352524,706.592518474199,-704.219359009346,736015.8103471646,736013.8981759641,1410.811877483545
cyc0900,1,3.787357457996529,0.23269485110160343,4.1999612,2.6999238,40.02312589248078,41.212246,709.8200485835927,-707.47587034659,736022.9287350479,736021.0086458827,1417.2959189301828
cyc0900,2,3.787522383929016,0.2324901721605755,4.1999207,2.6999981,40.061118777366126,41.233673,706.5808680712552,-704.543857565214,736022.9081525898,736020.9953004883,1411.124725636469
cyc0900,3,3.7856644794704244,0.23391445472614286,4.1999626,2.7001431,40.07705519402292,40.858826,710.4253143158592,-708.0875582106968,736022.9176569653,736020.9965856486,1418.5128725265558
cyc0900,4,3.789150787866253,0.23122238400605094,4.2000351,2.7000217,40.41201773563975,41.592976,702.2659550676015,-699.4514041603436,736022.8935253613,736020.9909198099,1401.717359227945
cyc0900,5,3.7868916884126196,0.2333249056728629,4.200017,2.6998074,41.017551923062534,42.379135,705.8928947246856,-703.2283876204631,736022.8924448239,736020.9816585318,1409.1212823451488
cyc0900,6,3.7876953190175415,0.23234216423459955,4.1999516,2.7001188,40.899912698821176,42.340057,703.697634212766,-701.3483420139447,736022.9017262714,736020.9958100881,1405.0459762267108
cyc1000,1,3.7880692901924156,0.23220067253972407,4.2000413,2.6999238,39.990410718475616,41.174809,706.5766652239377,-704.287586962833,736030.0197866538,736028.1066732192,1410.8642521867705
cyc1000,2,3.7881297163140295,0.2320451192357473,4.1998005,2.6999981,40.03745929146483,41.196236,703.8337855206825,-701.8848903528442,736029.9947957853,736028.0877952124,1405.7186758735265
cyc1000,3,3.786148453702495,0.23361904551932988,4.1999226,2.6999426,40.05755802482832,40.833893,707.9996241255675,-705.712665031072,736030.0065372409,736028.0906396182,1413.7122891566396
cyc1000,4,3.7899140273847025,0.23061696979523438,4.1999149,2.6997809,40.39242151827117,41.543034,698.6557122880147,-695.8131898572694,736029.9733931638,736028.0786113881,1394.4689021452841
cyc1000,5,3.7874800485320814,0.23288771224104304,4.200057,2.7000477,41.0230128714867,42.391602,703.0338653853275,-700.5197014137875,736029.9714775417,736028.0667360189,1403.553566799115
cyc1000,6,3.7883152722035494,0.2319366377363857,4.2000318,2.6999583,40.910159696748856,42.340057,700.4812393226182,-698.1701513583128,736029.98608041,736028.0870675201,1398.651390680931
cyc1100,1,3.7887806599962466,0.2317201946081597,4.1998806,2.6998034,40.03122921387464,41.262188,703.2461867678427,-701.1629684159122,736037.1039983825,736035.1979066295,1404.409155183755
cyc1100,2,3.7887362607523842,0.23165951339701543,4.1999607,2.699918,40.07402535030748,41.258644,700.9910293086871,-699.1880899428829,736037.0753733756,736035.1744026551,1400.17911925157
cyc1100,3,3.7866012207761846,0.23340238495595736,4.2000427,2.7000227,40.09270043167083,40.858826,705.6849400829747,-703.5005370207552,736037.0903795242,736035.1793662611,1409.18547710373
cyc1100,4,3.790688464323263,0.23011504822361245,4.1999149,2.6999414,40.42707208965103,41.617947,695.0141586919437,-692.232354386545,736037.0447982504,736035.1578681935,1387.2465130784888
cyc1100,5,3.7881217291516047,0.23245210222177662,4.1998968,2.6999276,41.02640814170308,42.391602,699.9937542450273,-697.5346161891786,736037.0440157684,736035.1458128911,1397.528370434206
cyc1100,6,3.789029265715908,0.23142682511046794,4.1999917,2.6999583,40.920515147283396,42.327557,697.2829533350415,-695.1662621043378,736037.0639328622,736035.1716498359,1392.4492154393793
cyc1200,1,3.7894593623138784,0.23119560345864051,4.2000012,2.6999238,39.99679340412766,41.212246,700.3114715772195,-698.091283559505,736044.1815489179,736042.2819598053,1398.4027551367244
cyc1200,2,3.789413088639299,0.23123438668932403,4.1998806,2.6999981,40.05384481503418,41.24614,698.086872651942,-696.380298010731,736044.1499248069,736042.2551011869,1394.4671706626732
cyc1200,3,3.7871424729433847,0.23296789153818473,4.1999626,2.7000227,40.069592094932744,40.833893,703.2838686021864,-701.1433494399159,736044.1693726887,736042.2635035139,1404.4272180421024
cyc1200,4,3.791545644554203,0.229594771651173,4.199995,2.6999815,40.39855559094385,41.568005,690.6543122476731,-687.9893663695811,736044.107488961,736042.2299693977,1378.6436786172544
cyc1200,5,3.788707620273298,0.23206389694019647,4.1998968,2.6998074,41.01883833865623,42.404068,697.2134656414286,-694.8013086155802,736044.1104770242,736042.2182269449,1392.0147742570089
cyc1200,6,3.7896689610438585,0.23102994944192762,4.1998715,2.7000387,40.91475579078464,42.302624,694.2514203403694,-692.141924767417,736044.1349567688,736042.2492910317,1386.3933451077864
cyc1300,1,3.7900878461448673,0.23080030080681788,4.1998806,2.6998837,39.97665013026059,41.187275,697.2725876882135,-695.1914660611964,736051.2528262824,736049.3596591798,1392.46405374941
cyc1300,2,3.790009202065867,0.23082892249737108,4.1999207,2.699918,40.04084436337752,41.233673,695.1857857016533,-693.5564039260872,736051.2182643757,736049.3295960808,1388.7421896277406
cyc1300,3,3.78758303856004,0.23275434149469307,4.1999626,2.6998222,40.060637401983556,40.846359,700.8702501315731,-698.7688879868992,736051.2429910018,736049.3422702393,1399.6391381184724
cyc1300,4,3.792325227482457,0.22891040522787767,4.199955,2.6999815,40.39005726450703,41.605442,686.8934623061999,-684.3294698605332,736051.161821804,736049.2922120608,1371.2229321667332
cyc1300,5,3.789302290240502,0.2316244014238934,4.200057,2.7000878,41.029694326341136,42.441505,694.3788774662935,-692.0715222836928,736051.1709530117,736049.2846996845,1386.4503997499864
cyc1300,6,3.790280157999618,0.2305440115051199,4.1998715,2.7000787,40.92816813742281,42.31509,691.1266598854354,-689.1230637602691,736051.1995563481,736049.3204809303,1380.2497236457045
cyc1400,1,3.790684254502835,0.23035427705303288,4.2000012,2.6999638,40.01545038176692,41.19978,694.456402217704,-692.3929055695502,736058.3179330458,736056.4308611187,1386.849307787254
cyc1400,2,3.7905616558481574,0.23043565612108013,4.2000809,2.7001183,40.07296746877382,41.24614,692.4036865656755,-690.7582615378991,736058.2806265274,736056.3979989258,1383.1619481035746
cyc1400,3,3.788105693334593,0.2323664282812769,4.199842,2.6999025,40.08897003546903,40.833893,698.3405555052796,-696.3041073638747,736058.3112797949,736056.4159801997,1394.6446628691542
cyc1400,4,3.7931188265673854,0.22834426491690546,4.2001958,2.6999013,40.419468163588306,41.592976,682.9346391360828,-680.282853838617,736058.207714974,736056.3468691212,1363.2174929746998
cyc1400,5,3.7898614410108786,0.2312234503182242,4.1998568,2.6998875,41.03021916896749,42.429001,691.7359816879188,-689.4460856211192,736058.2257188872,736056.345150077,1381.1820673090378
cyc1400,6,3.790926570951346,0.23010912267717046,4.2000318,2.6999984,40.92930781775462,42.390003,688.3114663490592,-686.2323373679708,736058.2579933113,736056.3850706968,1374.54380371703
cyc1600,1,3.7920624136206786,0.22931059884366214,4.199955,2.6999977,0.5203090025138987,0.52218843,688.4777565080634,-686.4509284135904,736073.4260249807,736071.5518449845,1374.9286849216537
cyc1600,2,3.791754102664788,0.22945346072817846,4.2000775,2.6999547,40.11125154993274,41.408356,686.9777824446868,-685.0348308099472,736073.4224555126,736071.551822098,1372.0126132546338
cyc1600,3,3.789215652399543,0.23148092960085678,4.1999569,2.6999369,40.121415677966105,40.946209,693.1396153503334,-690.9167250320315,736073.4355569985,736071.551707635,1384.0563403823649
cyc1600,4,3.794835031372038,0.22700418602995132,4.2001252,2.7000716,40.45275408609056,41.692822,675.4313442180074,-672.7242929305623,736073.3964758372,736071.551893348,1348.15563714857
cyc1600,5,3.7911671885559373,0.23015113538563392,4.199914,2.700145,41.01206972386024,42.491367,685.9658292613512,-683.4037343516236,736073.4196160237,736071.5517506859,1369.3695636129748
cyc1600,6,3.792334091393165,0.2289764170445358,4.1999865,2.7000332,40.92673949001194,42.477386,681.934050123114,-679.699220636773,736073.4109058812,736071.5518967137,1361.6332707598872
cyc1800,1,3.79335308422478,0.2283974392431838,4.199955,2.6999977,40.011913868330275,41.312096,682.3059601337721,-680.4074956384311,736090.6136036593,736088.7526351119,1362.7134557722034
cyc1800,2,3.792890817559274,0.22869833233303064,4.1999173,2.6999147,40.0672464859164,41.383389,681.0469742582262,-679.4303559476438,736090.6108653672,736088.752584473,1360.47733020587
cyc1800,3,3.7903094718559043,0.23078140656169155,4.1998367,2.6998568,40.093701906996834,40.933743,687.6757434269672,-685.5795638682353,736090.6247703439,736088.7524934568,1373.2553072952023
cyc1800,4,3.796535771815003,0.2258503386417046,4.1998844,2.6999111,40.42262675908821,41.655388,667.429911590944,-664.7956034668993,736090.5801677675,736088.7527318989,1332.2255150578433
cyc1800,5,3.7923609001359795,0.22932393749147967,4.1998739,2.7000649,41.02751164308609,42.578632,679.8699802954441,-677.3351647847502,736090.6073006167,736088.7525339151,1357.2051450801941
cyc1800,6,3.7933051034445744,0.22828046711696798,4.1999464,2.6998727,40.94896155903591,42.489887,676.61448375161,-674.4240003285047,736090.6003702243,736088.7526956768,1351.0384840801148
cyc1900,1,3.7940731839853616,0.22789769404187327,4.2000537,2.7001767,40.05129209829004,41.262188,679.2842888904148,-677.400381000015,736098.3825186051,736096.5280544568,1356.6846698904299
cyc1900,2,3.793505171326607,0.2282604243128499,4.2000613,2.7001791,40.091444491970286,41.370922,678.2975201822748,-676.4802465561489,736098.3801403292,736096.5280388134,1354.7777667384237
cyc1900,3,3.7909443126296853,0.23031264808997653,4.2000265,2.6999264,40.114807157260785,40.933743,685.0335496125844,-682.9285834993316,736098.3944437297,736096.527922936,1367.962133111916
cyc1900,4,3.7974236422085887,0.22516496035342368,4.1998777,2.6999848,40.444042496269276,41.605442,664.0832211276803,-661.4660555939331,736098.3483248405,736096.5281528458,1325.5492767216133
cyc1900,5,3.7930988038828004,0.22881369393102982,4.20017,2.7001607,41.01656522597639,42.591099,676.8906430119629,-674.396784442321,736098.3763348357,736096.5279631467,1351.2874274542837
cyc1900,6,3.794153548353049,0.22770893020196464,4.2000928,2.7000191,40.9416936340762,42.514862,673.5689495862225,-671.3939820583835,736098.3691587974,736096.5281195842,1344.962931644606
cyc2000,1,3.7946447171512196,0.22752225423763384,4.1998734,2.6999962,39.91998354406504,41.174809,676.616118354482,-674.534853714062,736106.3763070973,736104.5277655193,1351.150972068544
cyc2000,2,3.7942206218570687,0.22772140506665112,4.200026,2.6998632,39.99614938288993,41.296082,675.027712503513,-673.1878363488347,736106.3727733421,736104.5277168156,1348.2155488523476
cyc2000,3,3.7915430110587933,0.2298712312624736,4.1998687,2.699929,40.03998613538878,40.883797,682.4262600088372,-680.0454235558116,736106.3882252033,736104.5275989337,1362.4716835646486
cyc2000,4,3.7983436484805018,0.2245852264122096,4.2001643,2.7000306,40.37157647446375,41.605442,660.18206492846,-657.5252438067159,736106.3395888392,736104.5278629059,1317.707308735176
cyc2000,5,3.7937004398386462,0.2284068795011308,4.200068,2.6999788,41.052379531682774,42.616032,673.8995641268614,-671.4877037431473,736106.3695832837,736104.5275860425,1345.3872678700086
cyc2000,6,3.794821367047657,0.22727090835073738,4.1999488,2.6997948,40.98426453650606,42.552299,670.1260348018528,-668.0156483279657,736106.361461132,736104.5277687231,1338.1416831298184
cyc2100,1,3.795095263668125,0.2273613806868598,4.1998334,2.7000365,39.95640204146803,41.212246,673.7989494175991,-672.0794644482618,736113.413097473,736111.570332845,1345.878413865861
cyc2100,2,3.794650527363184,0.22763684881277885,4.2001061,2.6999834,40.01993236279131,41.345989,672.2110845945604,-670.786450594079,736113.41108676,736111.5717114427,1342.9975351886394
cyc2100,3,3.7918811743105905,0.22989970059735784,4.2001095,2.7000494,40.06359833434749,40.808922,679.7101358420783,-677.9086183352067,736113.4205472816,736111.5651444399,1357.6187541772852
cyc2100,4,3.798891872317388,0.2244947775376637,4.1999235,2.6999502,40.3953546244846,41.605442,656.7961783979306,-654.5003652300823,736113.3869268363,736111.5821403125,1311.2965436280128
cyc2100,5,3.7940529019676643,0.22841626512188953,4.1998277,2.7000189,41.0388635357951,42.491367,671.14241475266,-669.0150076334857,736113.4017408708,736111.5654271978,1340.1574223861458
cyc2100,6,3.795298440756136,0.22714601074720878,4.1998281,2.6998751,40.978966214997364,42.539795,667.0292361447075,-665.318521253407,736113.4056748493,736111.5782406888,1332.3477573981145
cyc2200,1,3.795864884357469,0.22671025234409795,4.2000227,2.6998651,40.01747421075424,41.249683,670.723158220815,-668.7765728443588,736121.4884919287,736119.6526267022,1339.4997310651738
cyc2200,2,3.7953685519333202,0.22692877363274538,4.1999202,2.7000377,40.06326819195108,41.383389,669.5184064482024,-667.6449998648598,736121.4857340162,736119.652635862,1337.1634063130623
cyc2200,3,3.792634131405442,0.22913076010878752,4.2000251,2.6999252,40.10169880308202,40.908768,676.995444856135,-674.7949947290413,736121.5015542778,736119.6524949662,1351.7904395851763
cyc2200,4,3.7998780242069783,0.22353076783289946,4.1999559,2.6998622,40.417177944850835,41.605442,653.5493251683519,-650.7437110775994,736121.4500618902,736119.6528253643,1304.2930362459513
cyc2200,5,3.794742621222098,0.22770140973342545,4.1999812,2.6996913,41.03726039744518,42.640965,668.7330066627468,-666.3390953012658,736121.4833599024,736119.6525216767,1335.0721019640127
cyc2200,6,3.796087103715242,0.2264145598977217,4.2000375,2.7000041,40.97918831415504,42.514862,664.3324784044817,-662.0617864162047,736121.4737206231,736119.652715112,1326.3942648206862
cyc2300,1,3.7962390123068817,0.22670304420159304,4.2000628,2.700146,40.02946899255526,41.299629,667.8806033999889,-666.2935816337018,736128.5167842023,736126.6867314986,1334.1741850336907
cyc2300,2,3.7957322844300707,0.22697080384225726,4.1999602,2.6999977,40.07352570239588,41.395889,666.7752546126616,-665.3915961613499,736128.5148924962,736126.6872067918,1332.1668507740114
cyc2300,3,3.792940991880342,0.2291165664963725,4.1999049,2.7000854,40.10802090741828,40.87133,674.530723910326,-672.7235430229289,736128.5255094145,736126.6813562026,1347.2542669332547
cyc2300,4,3.8002630555126773,0.22363972109360228,4.1999559,2.6999424,40.42225635076673,41.617947,650.5222843578358,-648.2926774794684,736128.4878599463,736126.6965954961,1298.814961837304
cyc2300,5,3.795041518665125,0.22773461499751746,4.1999412,2.6999717,41.040453707087394,42.466438,666.1479956281383,-664.249177184903,736128.5063346153,736126.6805092281,1330.3971728130414
cyc2300,6,3.7964609478603757,0.22643417479001166,4.1999574,2.6998436,40.98794421159989,42.602242,661.4354315119731,-659.6620444728461,736128.5078963166,736126.6926300832,1321.097475984819
cyc2400,1,3.796921875986635,0.22604627010597428,4.1999502,2.6999531,40.04254699444242,41.362038,665.2914255154801,-663.3362103117166,736136.462400709,736134.6383838572,1328.6276358271966
cyc2400,2,3.7964880198429007,0.22634942191576674,4.2000957,2.7001731,40.08017496718812,41.420822,664.2123549745619,-662.4164936178428,736136.4601959796,736134.6383907507,1326.6288485924047
cyc2400,3,3.7936013986575423,0.22855797994755325,4.2000284,2.6998482,40.11912328329131,40.946209,672.2088635792337,-670.1621729486694,736136.4772158226,736134.6382599082,1342.371036527903
cyc2400,4,3.801016503271171,0.22282335953657478,4.1999259,2.6999524,40.43013692965115,41.655388,648.6224781399608,-645.8719888964097,736136.425366238,736134.6386255169,1294.4944670363705
cyc2400,5,3.7958001286316554,0.22706048089424,4.1999888,2.6998596,41.034079608850085,42.603565,663.2740837848586,-660.938737109697,736136.4574461527,736134.6382985725,1324.2128208945555
cyc2400,6,3.7974080644121093,0.22562843175684733,4.1999378,2.6999447,40.985370441244356,42.527328,658.2558945532905,-656.1336436597052,736136.4466726673,736134.6385194937,1314.3895382129958
cyc2500,1,3.797255355020587,0.22610107603474022,4.1999907,2.7001135,40.072927037687606,41.337067,662.6405031083239,-661.0694351627589,736143.4824593074,736141.6637298585,1323.7099382710826
cyc2500,2,3.7967511527320497,0.2264947441604145,4.2000155,2.6999326,40.09653779430643,41.458263,661.7657014240928,-660.3308589764998,736143.4806222564,736141.663742944,1322.0965604005926
cyc2500,3,3.7938876763677585,0.228699558887105,4.1999884,2.6999283,40.13525760477114,40.908768,669.6850102256893,-668.0035793177642,736143.4921462061,736141.6582450789,1337.6885895434534
cyc2500,4,3.8012458085021485,0.22307176848405377,4.1999259,2.7000327,40.44619086088944,41.642921,645.7271818173074,-643.6660246799995,736143.4559548333,736141.6748158962,1289.393206497307
cyc2500,5,3.7960233179504264,0.2271963569226594,4.200109,2.6998596,41.01135250692964,42.478905,660.8250432967614,-658.8324638828516,736143.4730364854,736141.6587639152,1319.6575071796128
cyc2500,6,3.7977043799496393,0.22579637243364992,4.1998978,2.6998243,40.968425393587374,42.527328,655.6417635358115,-653.94583444881,736143.4750305634,736141.6720975095,1309.5875979846214
cyc2600,1,3.798223550496965,0.22503606996877368,4.2001152,2.7000778,40.071478280334865,41.411942,660.0563466914874,-657.924170998954,736153.6437581843,736151.8312228712,1317.9805176904415
cyc2600,2,3.7975993388952016,0.22538067388851896,4.1999078,2.6999853,40.09176200755247,41.495701,659.1377979355027,-656.9718455516476,736153.6416036237,736151.8312816906,1316.1096434871502
cyc2600,3,3.7946973602297107,0.22771237525182803,4.1999888,2.6998887,40.13201200039605,40.983643,667.1762605722487,-664.7626621819797,736153.6586779227,736151.8310802277,1331.9389227542283
cyc2600,4,3.8024502136926617,0.22162714734003613,4.1999259,2.699872,40.44160588901087,41.680355,642.5624144212902,-639.5839886069047,736153.6047546295,736151.831453855,1282.146403028195
cyc2600,5,3.796955744605448,0.2262290915994301,4.2000093,2.6998799,40.99825434957499,42.591099,658.169010947152,-655.5873942650267,736153.6390993317,736151.8312172648,1313.7564052121786
cyc2600,6,3.798672267981376,0.22452870733913002,4.2000661,2.6997921,40.95735586281588,42.489887,653.0035610217047,-650.4853331184404,736153.6277773022,736151.8314680934,1303.488894140145
cyc2700,1,3.798335426361933,0.22544273697482792,4.1999545,2.6999974,40.09255409831348,41.312096,657.648619734443,-656.0075440245463,736160.6554546371,736158.8475396378,1313.6561637589894
